country_code,iso3,year,indicator_code,value
CTY120,BOT,2013,SI.POV.DDAY,30.34
CTY120,BOT,2014,SI.POV.DDAY,0.0
CTY120,BOT,2015,SI.POV.DDAY,41.84
CTY120,BOT,2016,SI.POV.DDAY,12.85
CTY120,BOT,2017,SI.POV.DDAY,0.0
CTY120,BOT,2018,SI.POV.DDAY,37.87
CTY120,BOT,2019,SI.POV.DDAY,9.44
CTY121,BRA,2010,SI.POV.DDAY,17.92
CTY121,BRA,2011,SI.POV.DDAY,23.61
CTY121,BRA,2012,SI.POV.DDAY,29.21
CTY121,BRA,2013,SI.POV.DDAY,18.6
CTY121,BRA,2014,SI.POV.DDAY,7.23
CTY121,BRA,2015,SI.POV.DDAY,17.63
CTY121,BRA,2016,SI.POV.DDAY,9.97
CTY121,BRA,2017,SI.POV.DDAY,17.99
CTY121,BRA,2018,SI.POV.DDAY,34.54
CTY121,BRA,2019,SI.POV.DDAY,24.07
CTY122,BRU,2010,SI.POV.DDAY,17.48
CTY122,BRU,2011,SI.POV.DDAY,23.86
CTY122,BRU,2012,SI.POV.DDAY,24.72
CTY122,BRU,2013,SI.POV.DDAY,2.07
CTY122,BRU,2014,SI.POV.DDAY,15.5
CTY122,BRU,2015,SI.POV.DDAY,45.75
CTY122,BRU,2016,SI.POV.DDAY,29.55
CTY122,BRU,2017,SI.POV.DDAY,8.96
CTY122,BRU,2018,SI.POV.DDAY,7.76
CTY122,BRU,2019,SI.POV.DDAY,7.36
CTY123,BUL,2010,SI.POV.DDAY,25.4
CTY123,BUL,2011,SI.POV.DDAY,34.29
CTY123,BUL,2012,SI.POV.DDAY,21.99
CTY123,BUL,2013,SI.POV.DDAY,16.89
CTY123,BUL,2014,SI.POV.DDAY,9.67
CTY123,BUL,2015,SI.POV.DDAY,18.95
CTY123,BUL,2016,SI.POV.DDAY,5.16
CTY123,BUL,2017,SI.POV.DDAY,0.0
CTY123,BUL,2018,SI.POV.DDAY,34.64
CTY123,BUL,2019,SI.POV.DDAY,2.93
CTY124,BUR,2010,SI.POV.DDAY,11.1
CTY124,BUR,2011,SI.POV.DDAY,22.88
CTY124,BUR,2012,SI.POV.DDAY,32.21
CTY124,BUR,2013,SI.POV.DDAY,18.09
CTY124,BUR,2014,SI.POV.DDAY,0.68
CTY124,BUR,2015,SI.POV.DDAY,11.38
CTY124,BUR,2016,SI.POV.DDAY,6.86
CTY124,BUR,2017,SI.POV.DDAY,14.54
CTY124,BUR,2018,SI.POV.DDAY,29.78
CTY124,BUR,2019,SI.POV.DDAY,0.0
CTY125,BUR,2010,SI.POV.DDAY,10.06
CTY125,BUR,2011,SI.POV.DDAY,9.19
CTY125,BUR,2012,SI.POV.DDAY,0.0
CTY125,BUR,2013,SI.POV.DDAY,22.03
CTY125,BUR,2014,SI.POV.DDAY,0.0
CTY125,BUR,2015,SI.POV.DDAY,0.0
CTY125,BUR,2016,SI.POV.DDAY,25.21
CTY125,BUR,2017,SI.POV.DDAY,33.01
CTY125,BUR,2018,SI.POV.DDAY,14.09
CTY125,BUR,2019,SI.POV.DDAY,0.39
CTY126,CAM,2010,SI.POV.DDAY,6.53
CTY126,CAM,2011,SI.POV.DDAY,27.1
CTY126,CAM,2012,SI.POV.DDAY,16.4
CTY126,CAM,2013,SI.POV.DDAY,13.79
CTY126,CAM,2014,SI.POV.DDAY,18.76
CTY126,CAM,2015,SI.POV.DDAY,14.55
CTY126,CAM,2016,SI.POV.DDAY,33.55
CTY126,CAM,2017,SI.POV.DDAY,6.01
CTY126,CAM,2018,SI.POV.DDAY,4.63
CTY126,CAM,2019,SI.POV.DDAY,0.0
CTY127,CAM,2010,SI.POV.DDAY,8.52
CTY127,CAM,2011,SI.POV.DDAY,1.9
CTY127,CAM,2012,SI.POV.DDAY,17.62
CTY127,CAM,2013,SI.POV.DDAY,15.25
CTY127,CAM,2014,SI.POV.DDAY,2.05
CTY127,CAM,2015,SI.POV.DDAY,22.07
CTY127,CAM,2016,SI.POV.DDAY,33.2
CTY127,CAM,2017,SI.POV.DDAY,19.29
CTY127,CAM,2018,SI.POV.DDAY,0.0
CTY127,CAM,2019,SI.POV.DDAY,38.85
CTY128,CAN,2010,SI.POV.DDAY,23.96
CTY128,CAN,2011,SI.POV.DDAY,38.48
CTY128,CAN,2012,SI.POV.DDAY,28.09
CTY128,CAN,2013,SI.POV.DDAY,30.49
CTY128,CAN,2014,SI.POV.DDAY,17.46
CTY128,CAN,2015,SI.POV.DDAY,11.85
CTY128,CAN,2016,SI.POV.DDAY,19.48
CTY128,CAN,2017,SI.POV.DDAY,6.49
CTY128,CAN,2018,SI.POV.DDAY,20.21
CTY128,CAN,2019,SI.POV.DDAY,0.0
CTY129,CAP,2010,SI.POV.DDAY,15.52
CTY129,CAP,2011,SI.POV.DDAY,31.14
CTY129,CAP,2012,SI.POV.DDAY,16.13
CTY129,CAP,2013,SI.POV.DDAY,35.73
CTY129,CAP,2014,SI.POV.DDAY,11.84
CTY129,CAP,2015,SI.POV.DDAY,27.03
CTY129,CAP,2016,SI.POV.DDAY,4.46
CTY129,CAP,2017,SI.POV.DDAY,26.54
CTY129,CAP,2018,SI.POV.DDAY,17.79
CTY129,CAP,2019,SI.POV.DDAY,12.36
CTY130,CHA,2010,SI.POV.DDAY,0.0
CTY130,CHA,2011,SI.POV.DDAY,11.95
CTY130,CHA,2012,SI.POV.DDAY,17.56
CTY130,CHA,2013,SI.POV.DDAY,24.94
CTY130,CHA,2014,SI.POV.DDAY,33.73
CTY130,CHA,2015,SI.POV.DDAY,39.42
CTY130,CHA,2016,SI.POV.DDAY,29.96
CTY130,CHA,2017,SI.POV.DDAY,8.25
CTY130,CHA,2018,SI.POV.DDAY,11.34
CTY130,CHA,2019,SI.POV.DDAY,23.87
CTY131,CHI,2010,SI.POV.DDAY,21.24
CTY131,CHI,2011,SI.POV.DDAY,34.54
CTY131,CHI,2012,SI.POV.DDAY,44.75
CTY131,CHI,2013,SI.POV.DDAY,42.21
CTY131,CHI,2014,SI.POV.DDAY,32.93
CTY131,CHI,2015,SI.POV.DDAY,21.33
CTY131,CHI,2016,SI.POV.DDAY,31.19
CTY131,CHI,2017,SI.POV.DDAY,34.94
CTY131,CHI,2018,SI.POV.DDAY,13.23
CTY131,CHI,2019,SI.POV.DDAY,8.61
CTY132,CHI,2010,SI.POV.DDAY,5.79
CTY132,CHI,2011,SI.POV.DDAY,4.48
CTY132,CHI,2012,SI.POV.DDAY,0.0
CTY132,CHI,2013,SI.POV.DDAY,18.0
CTY132,CHI,2014,SI.POV.DDAY,3.0
CTY132,CHI,2015,SI.POV.DDAY,5.6
CTY132,CHI,2016,SI.POV.DDAY,23.42
CTY132,CHI,2017,SI.POV.DDAY,17.18
CTY132,CHI,2018,SI.POV.DDAY,20.16
CTY132,CHI,2019,SI.POV.DDAY,31.38
CTY133,COL,2010,SI.POV.DDAY,25.37
CTY133,COL,2011,SI.POV.DDAY,33.23
CTY133,COL,2012,SI.POV.DDAY,15.96
CTY133,COL,2013,SI.POV.DDAY,34.34
CTY133,COL,2014,SI.POV.DDAY,19.32
CTY133,COL,2015,SI.POV.DDAY,17.02
CTY133,COL,2016,SI.POV.DDAY,32.54
CTY133,COL,2017,SI.POV.DDAY,4.53
CTY133,COL,2018,SI.POV.DDAY,39.28
CTY133,COL,2019,SI.POV.DDAY,11.61
CTY134,COM,2010,SI.POV.DDAY,0.38
CTY134,COM,2011,SI.POV.DDAY,22.84
CTY134,COM,2012,SI.POV.DDAY,10.47
CTY134,COM,2013,SI.POV.DDAY,39.31
CTY134,COM,2014,SI.POV.DDAY,9.81
CTY134,COM,2015,SI.POV.DDAY,18.77
CTY134,COM,2016,SI.POV.DDAY,0.0
CTY134,COM,2017,SI.POV.DDAY,24.75
CTY134,COM,2018,SI.POV.DDAY,5.67
CTY134,COM,2019,SI.POV.DDAY,23.32
CTY135,COS,2010,SI.POV.DDAY,9.86
CTY135,COS,2011,SI.POV.DDAY,0.0
CTY135,COS,2012,SI.POV.DDAY,16.57
CTY135,COS,2013,SI.POV.DDAY,16.04
CTY135,COS,2014,SI.POV.DDAY,25.57
CTY135,COS,2015,SI.POV.DDAY,33.67
CTY135,COS,2016,SI.POV.DDAY,37.95
CTY135,COS,2017,SI.POV.DDAY,25.37
CTY135,COS,2018,SI.POV.DDAY,18.34
CTY135,COS,2019,SI.POV.DDAY,0.0
CTY136,COT,2010,SI.POV.DDAY,17.42
CTY136,COT,2011,SI.POV.DDAY,17.58
CTY136,COT,2012,SI.POV.DDAY,12.62
CTY136,COT,2013,SI.POV.DDAY,22.6
CTY136,COT,2014,SI.POV.DDAY,28.46
CTY136,COT,2015,SI.POV.DDAY,5.18
CTY136,COT,2016,SI.POV.DDAY,4.99
CTY136,COT,2017,SI.POV.DDAY,13.33
CTY136,COT,2018,SI.POV.DDAY,7.62
CTY136,COT,2019,SI.POV.DDAY,0.0
CTY137,CRO,2010,SI.POV.DDAY,3.04
CTY137,CRO,2011,SI.POV.DDAY,0.21
CTY137,CRO,2012,SI.POV.DDAY,29.5
CTY137,CRO,2013,SI.POV.DDAY,35.43
CTY137,CRO,2014,SI.POV.DDAY,1.85
CTY137,CRO,2015,SI.POV.DDAY,21.55
CTY137,CRO,2016,SI.POV.DDAY,25.48
CTY137,CRO,2017,SI.POV.DDAY,0.0
CTY137,CRO,2018,SI.POV.DDAY,16.93
CTY137,CRO,2019,SI.POV.DDAY,45.4
CTY138,CUB,2010,SI.POV.DDAY,23.13
CTY138,CUB,2011,SI.POV.DDAY,12.06
CTY138,CUB,2012,SI.POV.DDAY,8.28
CTY138,CUB,2013,SI.POV.DDAY,0.0
CTY138,CUB,2014,SI.POV.DDAY,20.65
CTY138,CUB,2015,SI.POV.DDAY,38.37
CTY138,CUB,2016,SI.POV.DDAY,5.24
CTY138,CUB,2017,SI.POV.DDAY,0.0
CTY138,CUB,2018,SI.POV.DDAY,7.03
CTY138,CUB,2019,SI.POV.DDAY,25.58
CTY139,CYP,2010,SI.POV.DDAY,9.86
CTY139,CYP,2011,SI.POV.DDAY,5.15
CTY139,CYP,2012,SI.POV.DDAY,15.23
CTY139,CYP,2013,SI.POV.DDAY,17.76
CTY139,CYP,2014,SI.POV.DDAY,0.0
CTY139,CYP,2015,SI.POV.DDAY,12.39
CTY139,CYP,2016,SI.POV.DDAY,9.03
CTY139,CYP,2017,SI.POV.DDAY,7.31
CTY139,CYP,2018,SI.POV.DDAY,2.8
CTY139,CYP,2019,SI.POV.DDAY,26.3
CTY140,CZE,2010,SI.POV.DDAY,7.27
CTY140,CZE,2011,SI.POV.DDAY,0.0
CTY140,CZE,2012,SI.POV.DDAY,18.17
CTY140,CZE,2013,SI.POV.DDAY,23.7
CTY140,CZE,2014,SI.POV.DDAY,5.45
CTY140,CZE,2015,SI.POV.DDAY,8.28
CTY140,CZE,2016,SI.POV.DDAY,7.21
CTY140,CZE,2017,SI.POV.DDAY,10.84
CTY140,CZE,2018,SI.POV.DDAY,28.28
CTY140,CZE,2019,SI.POV.DDAY,13.63
CTY141,DEM,2010,SI.POV.DDAY,25.08
CTY141,DEM,2011,SI.POV.DDAY,3.37
CTY141,DEM,2012,SI.POV.DDAY,10.4
CTY141,DEM,2013,SI.POV.DDAY,26.45
CTY141,DEM,2014,SI.POV.DDAY,5.33
CTY141,DEM,2015,SI.POV.DDAY,27.15
CTY141,DEM,2016,SI.POV.DDAY,7.46
CTY141,DEM,2017,SI.POV.DDAY,11.14
CTY141,DEM,2018,SI.POV.DDAY,35.04
CTY141,DEM,2019,SI.POV.DDAY,9.77
CTY142,DEN,2010,SI.POV.DDAY,16.74
CTY142,DEN,2011,SI.POV.DDAY,22.4
CTY142,DEN,2012,SI.POV.DDAY,17.72
CTY142,DEN,2013,SI.POV.DDAY,18.06
CTY142,DEN,2014,SI.POV.DDAY,14.32
CTY142,DEN,2015,SI.POV.DDAY,0.0
CTY142,DEN,2016,SI.POV.DDAY,19.18
CTY142,DEN,2017,SI.POV.DDAY,6.21
CTY142,DEN,2018,SI.POV.DDAY,24.31
CTY142,DEN,2019,SI.POV.DDAY,31.46
CTY143,DJI,2010,SI.POV.DDAY,0.0
CTY143,DJI,2011,SI.POV.DDAY,31.49
CTY143,DJI,2012,SI.POV.DDAY,10.07
CTY143,DJI,2013,SI.POV.DDAY,13.43
CTY143,DJI,2014,SI.POV.DDAY,4.05
CTY143,DJI,2015,SI.POV.DDAY,17.26
CTY143,DJI,2016,SI.POV.DDAY,15.8
CTY143,DJI,2017,SI.POV.DDAY,27.92
CTY143,DJI,2018,SI.POV.DDAY,6.1
CTY143,DJI,2019,SI.POV.DDAY,34.93
CTY144,DOM,2010,SI.POV.DDAY,22.98
CTY144,DOM,2011,SI.POV.DDAY,16.09
CTY144,DOM,2012,SI.POV.DDAY,12.83
CTY144,DOM,2013,SI.POV.DDAY,11.32
CTY144,DOM,2014,SI.POV.DDAY,12.1
CTY144,DOM,2015,SI.POV.DDAY,17.02
CTY144,DOM,2016,SI.POV.DDAY,12.49
CTY144,DOM,2017,SI.POV.DDAY,7.31
CTY144,DOM,2018,SI.POV.DDAY,17.09
CTY144,DOM,2019,SI.POV.DDAY,4.96
CTY145,ECU,2010,SI.POV.DDAY,18.87
CTY145,ECU,2011,SI.POV.DDAY,12.32
CTY145,ECU,2012,SI.POV.DDAY,23.36
CTY145,ECU,2013,SI.POV.DDAY,26.87
CTY145,ECU,2014,SI.POV.DDAY,26.86
CTY145,ECU,2015,SI.POV.DDAY,18.82
CTY145,ECU,2016,SI.POV.DDAY,20.22
CTY145,ECU,2017,SI.POV.DDAY,11.13
CTY145,ECU,2018,SI.POV.DDAY,23.13
CTY145,ECU,2019,SI.POV.DDAY,24.49
CTY146,EGY,2010,SI.POV.DDAY,0.0
CTY146,EGY,2011,SI.POV.DDAY,19.54
CTY146,EGY,2012,SI.POV.DDAY,31.42
CTY146,EGY,2013,SI.POV.DDAY,10.72
CTY146,EGY,2014,SI.POV.DDAY,8.11
CTY146,EGY,2015,SI.POV.DDAY,9.96
CTY146,EGY,2016,SI.POV.DDAY,0.0
CTY146,EGY,2017,SI.POV.DDAY,16.51
CTY146,EGY,2018,SI.POV.DDAY,15.36
CTY146,EGY,2019,SI.POV.DDAY,17.36
CTY147,EL ,2010,SI.POV.DDAY,19.99
CTY147,EL ,2011,SI.POV.DDAY,5.42
CTY147,EL ,2012,SI.POV.DDAY,18.28
CTY147,EL ,2013,SI.POV.DDAY,20.32
CTY147,EL ,2014,SI.POV.DDAY,9.14
CTY147,EL ,2015,SI.POV.DDAY,20.04
CTY147,EL ,2016,SI.POV.DDAY,15.97
CTY147,EL ,2017,SI.POV.DDAY,7.43
CTY147,EL ,2018,SI.POV.DDAY,18.39
CTY147,EL ,2019,SI.POV.DDAY,11.51
CTY148,EST,2010,SI.POV.DDAY,23.36
CTY148,EST,2011,SI.POV.DDAY,12.13
CTY148,EST,2012,SI.POV.DDAY,0.0
CTY148,EST,2013,SI.POV.DDAY,18.2
CTY148,EST,2014,SI.POV.DDAY,17.75
CTY148,EST,2015,SI.POV.DDAY,2.03
CTY148,EST,2016,SI.POV.DDAY,24.01
CTY148,EST,2017,SI.POV.DDAY,23.38
CTY148,EST,2018,SI.POV.DDAY,4.56
CTY148,EST,2019,SI.POV.DDAY,7.08
CTY149,ETH,2010,SI.POV.DDAY,13.3
CTY149,ETH,2011,SI.POV.DDAY,5.89
CTY149,ETH,2012,SI.POV.DDAY,22.68
CTY149,ETH,2013,SI.POV.DDAY,16.79
CTY149,ETH,2014,SI.POV.DDAY,1.88
CTY149,ETH,2015,SI.POV.DDAY,5.13
CTY149,ETH,2016,SI.POV.DDAY,29.25
CTY149,ETH,2017,SI.POV.DDAY,33.43
CTY149,ETH,2018,SI.POV.DDAY,21.46
CTY149,ETH,2019,SI.POV.DDAY,12.46
