country_code,iso3,year,indicator_code,value
CTY113,BEL,2013,SP.DYN.LE00.IN,75.9
CTY113,BEL,2014,SP.DYN.LE00.IN,77.9
CTY113,BEL,2015,SP.DYN.LE00.IN,70.5
CTY113,BEL,2016,SP.DYN.LE00.IN,75.5
CTY113,BEL,2017,SP.DYN.LE00.IN,69.0
CTY113,BEL,2018,SP.DYN.LE00.IN,62.9
CTY113,BEL,2019,SP.DYN.LE00.IN,79.2
CTY114,BEL,2010,SP.DYN.LE00.IN,69.4
CTY114,BEL,2011,SP.DYN.LE00.IN,61.5
CTY114,BEL,2012,SP.DYN.LE00.IN,67.2
CTY114,BEL,2013,SP.DYN.LE00.IN,67.4
CTY114,BEL,2014,SP.DYN.LE00.IN,72.8
CTY114,BEL,2015,SP.DYN.LE00.IN,84.1
CTY114,BEL,2016,SP.DYN.LE00.IN,73.1
CTY114,BEL,2017,SP.DYN.LE00.IN,71.2
CTY114,BEL,2018,SP.DYN.LE00.IN,84.7
CTY114,BEL,2019,SP.DYN.LE00.IN,75.9
CTY115,BEL,2010,SP.DYN.LE00.IN,71.5
CTY115,BEL,2011,SP.DYN.LE00.IN,67.1
CTY115,BEL,2012,SP.DYN.LE00.IN,71.9
CTY115,BEL,2013,SP.DYN.LE00.IN,69.6
CTY115,BEL,2014,SP.DYN.LE00.IN,70.5
CTY115,BEL,2015,SP.DYN.LE00.IN,77.9
CTY115,BEL,2016,SP.DYN.LE00.IN,66.8
CTY115,BEL,2017,SP.DYN.LE00.IN,73.1
CTY115,BEL,2018,SP.DYN.LE00.IN,75.7
CTY115,BEL,2019,SP.DYN.LE00.IN,66.0
CTY116,BEN,2010,SP.DYN.LE00.IN,65.1
CTY116,BEN,2011,SP.DYN.LE00.IN,69.1
CTY116,BEN,2012,SP.DYN.LE00.IN,67.2
CTY116,BEN,2013,SP.DYN.LE00.IN,76.9
CTY116,BEN,2014,SP.DYN.LE00.IN,64.0
CTY116,BEN,2015,SP.DYN.LE00.IN,70.4
CTY116,BEN,2016,SP.DYN.LE00.IN,85.3
CTY116,BEN,2017,SP.DYN.LE00.IN,72.5
CTY116,BEN,2018,SP.DYN.LE00.IN,73.5
CTY116,BEN,2019,SP.DYN.LE00.IN,77.0
CTY117,BHU,2010,SP.DYN.LE00.IN,67.2
CTY117,BHU,2011,SP.DYN.LE00.IN,63.5
CTY117,BHU,2012,SP.DYN.LE00.IN,71.1
CTY117,BHU,2013,SP.DYN.LE00.IN,71.6
CTY117,BHU,2014,SP.DYN.LE00.IN,60.3
CTY117,BHU,2015,SP.DYN.LE00.IN,72.3
CTY117,BHU,2016,SP.DYN.LE00.IN,76.4
CTY117,BHU,2017,SP.DYN.LE00.IN,64.5
CTY117,BHU,2018,SP.DYN.LE00.IN,72.6
CTY117,BHU,2019,SP.DYN.LE00.IN,75.4
CTY118,BOL,2010,SP.DYN.LE00.IN,73.5
CTY118,BOL,2011,SP.DYN.LE00.IN,74.1
CTY118,BOL,2012,SP.DYN.LE00.IN,68.5
CTY118,BOL,2013,SP.DYN.LE00.IN,63.2
CTY118,BOL,2014,SP.DYN.LE00.IN,67.3
CTY118,BOL,2015,SP.DYN.LE00.IN,66.5
CTY118,BOL,2016,SP.DYN.LE00.IN,69.5
CTY118,BOL,2017,SP.DYN.LE00.IN,76.6
CTY118,BOL,2018,SP.DYN.LE00.IN,62.1
CTY118,BOL,2019,SP.DYN.LE00.IN,70.9
CTY119,BOS,2010,SP.DYN.LE00.IN,63.6
CTY119,BOS,2011,SP.DYN.LE00.IN,65.6
CTY119,BOS,2012,SP.DYN.LE00.IN,73.4
CTY119,BOS,2013,SP.DYN.LE00.IN,62.9
CTY119,BOS,2014,SP.DYN.LE00.IN,74.4
CTY119,BOS,2015,SP.DYN.LE00.IN,61.9
CTY119,BOS,2016,SP.DYN.LE00.IN,74.0
CTY119,BOS,2017,SP.DYN.LE00.IN,60.7
CTY119,BOS,2018,SP.DYN.LE00.IN,66.3
CTY119,BOS,2019,SP.DYN.LE00.IN,81.4
CTY120,BOT,2010,SP.DYN.LE00.IN,80.3
CTY120,BOT,2011,SP.DYN.LE00.IN,67.5
CTY120,BOT,2012,SP.DYN.LE00.IN,72.3
CTY120,BOT,2013,SP.DYN.LE00.IN,77.2
CTY120,BOT,2014,SP.DYN.LE00.IN,74.1
CTY120,BOT,2015,SP.DYN.LE00.IN,68.4
CTY120,BOT,2016,SP.DYN.LE00.IN,65.5
CTY120,BOT,2017,SP.DYN.LE00.IN,75.2
CTY120,BOT,2018,SP.DYN.LE00.IN,76.8
CTY120,BOT,2019,SP.DYN.LE00.IN,80.3
CTY121,BRA,2010,SP.DYN.LE00.IN,59.9
CTY121,BRA,2011,SP.DYN.LE00.IN,62.5
CTY121,BRA,2012,SP.DYN.LE00.IN,77.0
CTY121,BRA,2013,SP.DYN.LE00.IN,60.7
CTY121,BRA,2014,SP.DYN.LE00.IN,77.4
CTY121,BRA,2015,SP.DYN.LE00.IN,68.7
CTY121,BRA,2016,SP.DYN.LE00.IN,66.9
CTY121,BRA,2017,SP.DYN.LE00.IN,71.2
CTY121,BRA,2018,SP.DYN.LE00.IN,61.9
CTY121,BRA,2019,SP.DYN.LE00.IN,74.9
CTY122,BRU,2010,SP.DYN.LE00.IN,80.1
CTY122,BRU,2011,SP.DYN.LE00.IN,75.2
CTY122,BRU,2012,SP.DYN.LE00.IN,68.5
CTY122,BRU,2013,SP.DYN.LE00.IN,60.8
CTY122,BRU,2014,SP.DYN.LE00.IN,61.0
CTY122,BRU,2015,SP.DYN.LE00.IN,62.0
CTY122,BRU,2016,SP.DYN.LE00.IN,69.9
CTY122,BRU,2017,SP.DYN.LE00.IN,70.7
CTY122,BRU,2018,SP.DYN.LE00.IN,75.2
CTY122,BRU,2019,SP.DYN.LE00.IN,59.2
CTY123,BUL,2010,SP.DYN.LE00.IN,77.9
CTY123,BUL,2011,SP.DYN.LE00.IN,74.2
CTY123,BUL,2012,SP.DYN.LE00.IN,68.0
CTY123,BUL,2013,SP.DYN.LE00.IN,62.9
CTY123,BUL,2014,SP.DYN.LE00.IN,77.5
CTY123,BUL,2015,SP.DYN.LE00.IN,68.2
CTY123,BUL,2016,SP.DYN.LE00.IN,69.9
CTY123,BUL,2017,SP.DYN.LE00.IN,72.3
CTY123,BUL,2018,SP.DYN.LE00.IN,64.5
CTY123,BUL,2019,SP.DYN.LE00.IN,68.3
CTY124,BUR,2010,SP.DYN.LE00.IN,75.2
CTY124,BUR,2011,SP.DYN.LE00.IN,74.6
CTY124,BUR,2012,SP.DYN.LE00.IN,74.6
CTY124,BUR,2013,SP.DYN.LE00.IN,63.1
CTY124,BUR,2014,SP.DYN.LE00.IN,68.6
CTY124,BUR,2015,SP.DYN.LE00.IN,67.6
CTY124,BUR,2016,SP.DYN.LE00.IN,72.6
CTY124,BUR,2017,SP.DYN.LE00.IN,72.0
CTY124,BUR,2018,SP.DYN.LE00.IN,70.9
CTY124,BUR,2019,SP.DYN.LE00.IN,84.8
CTY125,BUR,2010,SP.DYN.LE00.IN,68.3
CTY125,BUR,2011,SP.DYN.LE00.IN,67.6
CTY125,BUR,2012,SP.DYN.LE00.IN,63.1
CTY125,BUR,2013,SP.DYN.LE00.IN,60.8
CTY125,BUR,2014,SP.DYN.LE00.IN,62.7
CTY125,BUR,2015,SP.DYN.LE00.IN,65.7
CTY125,BUR,2016,SP.DYN.LE00.IN,77.9
CTY125,BUR,2017,SP.DYN.LE00.IN,70.2
CTY125,BUR,2018,SP.DYN.LE00.IN,71.2
CTY125,BUR,2019,SP.DYN.LE00.IN,69.4
CTY126,CAM,2010,SP.DYN.LE00.IN,72.2
CTY126,CAM,2011,SP.DYN.LE00.IN,78.4
CTY126,CAM,2012,SP.DYN.LE00.IN,58.0
CTY126,CAM,2013,SP.DYN.LE00.IN,77.3
CTY126,CAM,2014,SP.DYN.LE00.IN,54.9
CTY126,CAM,2015,SP.DYN.LE00.IN,70.2
CTY126,CAM,2016,SP.DYN.LE00.IN,83.2
CTY126,CAM,2017,SP.DYN.LE00.IN,74.1
CTY126,CAM,2018,SP.DYN.LE00.IN,72.2
CTY126,CAM,2019,SP.DYN.LE00.IN,82.0
CTY127,CAM,2010,SP.DYN.LE00.IN,65.8
CTY127,CAM,2011,SP.DYN.LE00.IN,72.6
CTY127,CAM,2012,SP.DYN.LE00.IN,73.5
CTY127,CAM,2013,SP.DYN.LE00.IN,66.9
CTY127,CAM,2014,SP.DYN.LE00.IN,67.4
CTY127,CAM,2015,SP.DYN.LE00.IN,66.7
CTY127,CAM,2016,SP.DYN.LE00.IN,70.5
CTY127,CAM,2017,SP.DYN.LE00.IN,73.3
CTY127,CAM,2018,SP.DYN.LE00.IN,70.7
CTY127,CAM,2019,SP.DYN.LE00.IN,74.3
CTY128,CAN,2010,SP.DYN.LE00.IN,58.2
CTY128,CAN,2011,SP.DYN.LE00.IN,68.7
CTY128,CAN,2012,SP.DYN.LE00.IN,63.9
CTY128,CAN,2013,SP.DYN.LE00.IN,71.8
CTY128,CAN,2014,SP.DYN.LE00.IN,71.7
CTY128,CAN,2015,SP.DYN.LE00.IN,69.3
CTY128,CAN,2016,SP.DYN.LE00.IN,73.1
CTY128,CAN,2017,SP.DYN.LE00.IN,76.0
CTY128,CAN,2018,SP.DYN.LE00.IN,69.6
CTY128,CAN,2019,SP.DYN.LE00.IN,63.7
CTY129,CAP,2010,SP.DYN.LE00.IN,60.5
CTY129,CAP,2011,SP.DYN.LE00.IN,70.2
CTY129,CAP,2012,SP.DYN.LE00.IN,71.5
CTY129,CAP,2013,SP.DYN.LE00.IN,64.2
CTY129,CAP,2014,SP.DYN.LE00.IN,74.4
CTY129,CAP,2015,SP.DYN.LE00.IN,67.2
CTY129,CAP,2016,SP.DYN.LE00.IN,60.1
CTY129,CAP,2017,SP.DYN.LE00.IN,77.5
CTY129,CAP,2018,SP.DYN.LE00.IN,76.9
CTY129,CAP,2019,SP.DYN.LE00.IN,57.9
CTY130,CHA,2010,SP.DYN.LE00.IN,66.6
CTY130,CHA,2011,SP.DYN.LE00.IN,66.4
CTY130,CHA,2012,SP.DYN.LE00.IN,79.8
CTY130,CHA,2013,SP.DYN.LE00.IN,69.4
CTY130,CHA,2014,SP.DYN.LE00.IN,61.0
CTY130,CHA,2015,SP.DYN.LE00.IN,75.3
CTY130,CHA,2016,SP.DYN.LE00.IN,62.6
CTY130,CHA,2017,SP.DYN.LE00.IN,68.4
CTY130,CHA,2018,SP.DYN.LE00.IN,65.4
CTY130,CHA,2019,SP.DYN.LE00.IN,66.6
CTY131,CHI,2010,SP.DYN.LE00.IN,75.6
CTY131,CHI,2011,SP.DYN.LE00.IN,79.1
CTY131,CHI,2012,SP.DYN.LE00.IN,62.4
CTY131,CHI,2013,SP.DYN.LE00.IN,73.8
CTY131,CHI,2014,SP.DYN.LE00.IN,65.6
CTY131,CHI,2015,SP.DYN.LE00.IN,65.8
CTY131,CHI,2016,SP.DYN.LE00.IN,72.9
CTY131,CHI,2017,SP.DYN.LE00.IN,63.8
CTY131,CHI,2018,SP.DYN.LE00.IN,72.8
CTY131,CHI,2019,SP.DYN.LE00.IN,74.4
CTY132,CHI,2010,SP.DYN.LE00.IN,67.4
CTY132,CHI,2011,SP.DYN.LE00.IN,78.0
CTY132,CHI,2012,SP.DYN.LE00.IN,62.4
CTY132,CHI,2013,SP.DYN.LE00.IN,78.1
CTY132,CHI,2014,SP.DYN.LE00.IN,58.3
CTY132,CHI,2015,SP.DYN.LE00.IN,86.2
CTY132,CHI,2016,SP.DYN.LE00.IN,67.6
CTY132,CHI,2017,SP.DYN.LE00.IN,63.0
CTY132,CHI,2018,SP.DYN.LE00.IN,68.6
CTY132,CHI,2019,SP.DYN.LE00.IN,63.7
CTY133,COL,2010,SP.DYN.LE00.IN,72.3
CTY133,COL,2011,SP.DYN.LE00.IN,78.2
CTY133,COL,2012,SP.DYN.LE00.IN,64.0
CTY133,COL,2013,SP.DYN.LE00.IN,73.5
CTY133,COL,2014,SP.DYN.LE00.IN,60.8
CTY133,COL,2015,SP.DYN.LE00.IN,76.2
CTY133,COL,2016,SP.DYN.LE00.IN,72.5
CTY133,COL,2017,SP.DYN.LE00.IN,76.5
CTY133,COL,2018,SP.DYN.LE00.IN,69.3
CTY133,COL,2019,SP.DYN.LE00.IN,67.4
CTY134,COM,2010,SP.DYN.LE00.IN,74.9
CTY134,COM,2011,SP.DYN.LE00.IN,62.2
CTY134,COM,2012,SP.DYN.LE00.IN,59.5
CTY134,COM,2013,SP.DYN.LE00.IN,70.0
CTY134,COM,2014,SP.DYN.LE00.IN,67.7
CTY134,COM,2015,SP.DYN.LE00.IN,73.3
CTY134,COM,2016,SP.DYN.LE00.IN,76.5
CTY134,COM,2017,SP.DYN.LE00.IN,73.2
CTY134,COM,2018,SP.DYN.LE00.IN,76.1
CTY134,COM,2019,SP.DYN.LE00.IN,71.9
CTY135,COS,2010,SP.DYN.LE00.IN,73.0
CTY135,COS,2011,SP.DYN.LE00.IN,69.3
CTY135,COS,2012,SP.DYN.LE00.IN,72.8
CTY135,COS,2013,SP.DYN.LE00.IN,71.0
CTY135,COS,2014,SP.DYN.LE00.IN,72.0
CTY135,COS,2015,SP.DYN.LE00.IN,69.0
CTY135,COS,2016,SP.DYN.LE00.IN,74.9
CTY135,COS,2017,SP.DYN.LE00.IN,65.7
CTY135,COS,2018,SP.DYN.LE00.IN,69.9
CTY135,COS,2019,SP.DYN.LE00.IN,77.9
CTY136,COT,2010,SP.DYN.LE00.IN,64.3
CTY136,COT,2011,SP.DYN.LE00.IN,57.0
CTY136,COT,2012,SP.DYN.LE00.IN,72.2
CTY136,COT,2013,SP.DYN.LE00.IN,68.5
CTY136,COT,2014,SP.DYN.LE00.IN,76.1
CTY136,COT,2015,SP.DYN.LE00.IN,69.2
CTY136,COT,2016,SP.DYN.LE00.IN,66.4
CTY136,COT,2017,SP.DYN.LE00.IN,69.5
CTY136,COT,2018,SP.DYN.LE00.IN,76.6
CTY136,COT,2019,SP.DYN.LE00.IN,73.5
CTY137,CRO,2010,SP.DYN.LE00.IN,55.4
CTY137,CRO,2011,SP.DYN.LE00.IN,71.1
CTY137,CRO,2012,SP.DYN.LE00.IN,71.4
CTY137,CRO,2013,SP.DYN.LE00.IN,69.9
CTY137,CRO,2014,SP.DYN.LE00.IN,66.3
CTY137,CRO,2015,SP.DYN.LE00.IN,77.2
CTY137,CRO,2016,SP.DYN.LE00.IN,77.5
CTY137,CRO,2017,SP.DYN.LE00.IN,56.8
CTY137,CRO,2018,SP.DYN.LE00.IN,65.2
CTY137,CRO,2019,SP.DYN.LE00.IN,69.1
CTY138,CUB,2010,SP.DYN.LE00.IN,75.7
CTY138,CUB,2011,SP.DYN.LE00.IN,70.2
CTY138,CUB,2012,SP.DYN.LE00.IN,65.9
CTY138,CUB,2013,SP.DYN.LE00.IN,74.3
CTY138,CUB,2014,SP.DYN.LE00.IN,68.7
CTY138,CUB,2015,SP.DYN.LE00.IN,69.3
CTY138,CUB,2016,SP.DYN.LE00.IN,69.8
CTY138,CUB,2017,SP.DYN.LE00.IN,73.4
CTY138,CUB,2018,SP.DYN.LE00.IN,68.1
CTY138,CUB,2019,SP.DYN.LE00.IN,74.1
CTY139,CYP,2010,SP.DYN.LE00.IN,69.6
CTY139,CYP,2011,SP.DYN.LE00.IN,63.6
CTY139,CYP,2012,SP.DYN.LE00.IN,69.8
CTY139,CYP,2013,SP.DYN.LE00.IN,63.9
CTY139,CYP,2014,SP.DYN.LE00.IN,70.2
CTY139,CYP,2015,SP.DYN.LE00.IN,75.0
CTY139,CYP,2016,SP.DYN.LE00.IN,63.6
CTY139,CYP,2017,SP.DYN.LE00.IN,72.2
CTY139,CYP,2018,SP.DYN.LE00.IN,65.0
CTY139,CYP,2019,SP.DYN.LE00.IN,71.2
CTY140,CZE,2010,SP.DYN.LE00.IN,75.2
CTY140,CZE,2011,SP.DYN.LE00.IN,57.2
CTY140,CZE,2012,SP.DYN.LE00.IN,63.3
CTY140,CZE,2013,SP.DYN.LE00.IN,67.8
CTY140,CZE,2014,SP.DYN.LE00.IN,71.9
CTY140,CZE,2015,SP.DYN.LE00.IN,69.0
CTY140,CZE,2016,SP.DYN.LE00.IN,69.7
CTY140,CZE,2017,SP.DYN.LE00.IN,82.3
CTY140,CZE,2018,SP.DYN.LE00.IN,62.7
CTY140,CZE,2019,SP.DYN.LE00.IN,76.8
CTY141,DEM,2010,SP.DYN.LE00.IN,67.9
CTY141,DEM,2011,SP.DYN.LE00.IN,73.3
CTY141,DEM,2012,SP.DYN.LE00.IN,82.8
CTY141,DEM,2013,SP.DYN.LE00.IN,74.1
CTY141,DEM,2014,SP.DYN.LE00.IN,72.2
CTY141,DEM,2015,SP.DYN.LE00.IN,79.6
CTY141,DEM,2016,SP.DYN.LE00.IN,76.7
CTY141,DEM,2017,SP.DYN.LE00.IN,65.2
CTY141,DEM,2018,SP.DYN.LE00.IN,71.8
CTY141,DEM,2019,SP.DYN.LE00.IN,59.7
CTY142,DEN,2010,SP.DYN.LE00.IN,66.8
CTY142,DEN,2011,SP.DYN.LE00.IN,71.9
CTY142,DEN,2012,SP.DYN.LE00.IN,66.4
CTY142,DEN,2013,SP.DYN.LE00.IN,71.6
CTY142,DEN,2014,SP.DYN.LE00.IN,69.9
CTY142,DEN,2015,SP.DYN.LE00.IN,73.2
CTY142,DEN,2016,SP.DYN.LE00.IN,67.5
CTY142,DEN,2017,SP.DYN.LE00.IN,64.4
CTY142,DEN,2018,SP.DYN.LE00.IN,78.9
CTY142,DEN,2019,SP.DYN.LE00.IN,67.0
CTY143,DJI,2010,SP.DYN.LE00.IN,74.0
CTY143,DJI,2011,SP.DYN.LE00.IN,78.6
CTY143,DJI,2012,SP.DYN.LE00.IN,71.0
CTY143,DJI,2013,SP.DYN.LE00.IN,64.9
CTY143,DJI,2014,SP.DYN.LE00.IN,68.9
CTY143,DJI,2015,SP.DYN.LE00.IN,76.1
CTY143,DJI,2016,SP.DYN.LE00.IN,71.2
CTY143,DJI,2017,SP.DYN.LE00.IN,62.8
CTY143,DJI,2018,SP.DYN.LE00.IN,73.6
CTY143,DJI,2019,SP.DYN.LE00.IN,74.6
CTY144,DOM,2010,SP.DYN.LE00.IN,67.9
CTY144,DOM,2011,SP.DYN.LE00.IN,73.7
CTY144,DOM,2012,SP.DYN.LE00.IN,71.5
CTY144,DOM,2013,SP.DYN.LE00.IN,68.8
CTY144,DOM,2014,SP.DYN.LE00.IN,62.2
CTY144,DOM,2015,SP.DYN.LE00.IN,76.5
CTY144,DOM,2016,SP.DYN.LE00.IN,74.6
CTY144,DOM,2017,SP.DYN.LE00.IN,73.5
CTY144,DOM,2018,SP.DYN.LE00.IN,79.3
CTY144,DOM,2019,SP.DYN.LE00.IN,75.7
CTY145,ECU,2010,SP.DYN.LE00.IN,74.1
CTY145,ECU,2011,SP.DYN.LE00.IN,56.7
CTY145,ECU,2012,SP.DYN.LE00.IN,77.2
CTY145,ECU,2013,SP.DYN.LE00.IN,70.5
CTY145,ECU,2014,SP.DYN.LE00.IN,71.9
CTY145,ECU,2015,SP.DYN.LE00.IN,71.9
CTY145,ECU,2016,SP.DYN.LE00.IN,74.6
CTY145,ECU,2017,SP.DYN.LE00.IN,76.7
CTY145,ECU,2018,SP.DYN.LE00.IN,73.8
CTY145,ECU,2019,SP.DYN.LE00.IN,72.9
CTY146,EGY,2010,SP.DYN.LE00.IN,71.4
CTY146,EGY,2011,SP.DYN.LE00.IN,49.9
CTY146,EGY,2012,SP.DYN.LE00.IN,68.3
CTY146,EGY,2013,SP.DYN.LE00.IN,64.4
CTY146,EGY,2014,SP.DYN.LE00.IN,77.3
CTY146,EGY,2015,SP.DYN.LE00.IN,73.7
